I
1130 Generated by WorldEditor 2.0.0r4

1    166 1 0 TBPB Barbados/Grantley Adams Intl
1302 city Bridgetown
1302 country Barbados
1302 datum_lat 13.074641667
1302 datum_lon -59.492102778
1302 faa_code 
1302 iata_code BGI
1302 icao_code TBPB
1302 region_code TB
1302 state Christ Church
1302 transition_alt 3000
1302 transition_level 
100 41.62 1 2 0.00 1 3 0 9  13.07098218 -059.50707926    0   53 3 3 0 1 27  13.07835333 -059.47707055    0    0 3 0 0 1
110 2 0.00 0.0000 CncrtPad
111  13.08026182 -059.48512736
111  13.08033187 -059.48485355
111  13.08052716 -059.48491122
111  13.08045361 -059.48518323
113  13.08028987 -059.48513552
110 1 0.00 0.0000 Airport Entrance RdWy
112  13.08005775 -059.49104228  13.08006951 -059.49099838
111  13.08005775 -059.49104228
112  13.08005775 -059.49104228  13.08006591 -059.49101180 20
112  13.08008250 -059.49095924  13.08009162 -059.49093448
111  13.08008250 -059.49095924
112  13.08008250 -059.49095924  13.08009326 -059.49093598 20
112  13.08011095 -059.49084845  13.08011417 -059.49081104
111  13.08011095 -059.49084845 20
111  13.08009445 -059.49026212 20
111  13.07972537 -059.49022528
111  13.07959595 -059.49021181 20
111  13.07922942 -059.49017241
112  13.07922942 -059.49017241  13.07919929 -059.49017035
112  13.07913451 -059.49033489  13.07913049 -059.49042150
111  13.07913451 -059.49033489
111  13.07912810 -059.49076563
111  13.07913974 -059.49091207
111  13.07914842 -059.49125961
111  13.07860302 -059.49125191
111  13.07870693 -059.49102178
112  13.07880407 -059.49102095  13.07883018 -059.49095702
111  13.07873657 -059.49092110
111  13.07874178 -059.49086657
111  13.07886843 -059.49006795 20
111  13.07916613 -059.49010033
111  13.07916209 -059.49001709
111  13.07922954 -059.48982750
111  13.07934065 -059.48986862
111  13.07927808 -059.49006437
111  13.07928781 -059.49008204 20
111  13.08009586 -059.49016202 20
111  13.08009674 -059.48998346 20
111  13.07975313 -059.48995233
112  13.07975313 -059.48995233  13.07971430 -059.48994900 20
112  13.07959409 -059.48977569  13.07957577 -059.48962415
111  13.07959409 -059.48977569 20
